year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,2,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",26,9,3.55,0,3.5,0,1.95,2,1,576,345,0,142,0,89
2015,2,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Austin Straubel International",99,26,12.15,0,2.74,1,10.12,1,0,1774,686,0,127,45,916
2015,2,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",262,40,11.7,0,10.66,0,17.64,3,1,2163,569,0,449,0,1145
2015,2,OO,SkyWest Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",517,73,25.94,1.81,18.21,0,27.03,5,0,3304,1030,82,529,0,1663
2015,2,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",387,139,50.69,6.25,32.75,1,48.31,6,0,8622,3173,663,1482,24,3280
2015,2,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",7,3,0,0,2,0,1,0,0,108,0,0,57,0,51
2015,2,OO,SkyWest Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",33,4,1.34,0,1.38,0,1.29,0,0,230,107,0,38,0,85
2015,2,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",131,21,4.1,0,3.82,0,13.08,1,1,955,249,0,126,0,580
2015,2,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",560,218,58.55,25.94,51.78,0,81.73,38,1,13360,3433,2336,2225,0,5366
2015,2,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",127,31,8.46,1,13.28,0,8.25,1,1,1356,616,15,391,0,334
2015,2,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",16,2,2,0,0,0,0,1,0,78,78,0,0,0,0
2015,2,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",146,21,1.65,1.78,9.73,0,7.85,1,1,806,63,69,286,0,388
2015,2,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",188,39,7.27,0.41,4.82,0,26.49,6,0,2695,313,21,210,0,2151
2015,2,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",29,6,2.55,0.96,1.49,0,1,1,0,558,152,149,35,0,222
2015,2,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",548,181,47.04,16.91,64.32,0.69,52.05,35,31,10078,2819,1315,2743,52,3149
2015,2,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",144,40,12.09,5.37,10.76,0,11.78,8,4,2596,847,474,620,0,655
2015,2,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula International",75,8,0.82,0,0.69,0,6.49,1,0,451,44,0,25,0,382
2015,2,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",176,29,7.91,0,6.45,0,14.64,3,0,2127,518,0,212,0,1397
2015,2,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",379,118,33.09,8.76,24.1,0,52.05,19,0,7782,2527,751,977,0,3527
2015,2,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",301,93,31.41,5.89,21.82,0.41,33.47,14,0,5421,1933,298,801,7,2382
2015,2,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",105,18,4.79,0,6.55,0,6.66,1,0,945,188,0,237,0,520
2015,2,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",10,4,0.91,0,1.11,0,1.97,0,0,412,144,0,66,0,202
2015,2,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",74,25,6.64,0.55,8.78,0,9.03,3,0,1402,335,30,381,0,656
2015,2,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",178,65,16.54,0.17,23.36,0,24.93,3,0,2898,678,6,870,0,1344
2015,2,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",133,20,9.88,0.62,3.99,0,5.51,2,0,1431,567,92,212,0,560
2015,2,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",120,43,8.15,5.01,13.45,0,16.39,3,0,2797,458,688,592,0,1059
2015,2,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",190,57,8.54,1.32,16.65,0,30.49,9,1,3260,630,160,480,0,1990
2015,2,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",36,6,2,0.43,0.57,1,2,2,0,262,136,13,17,18,78
2015,2,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",34,8,4.26,0,0.8,0,2.94,2,0,388,167,0,36,0,185
2015,2,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",27,8,3.25,0,2.35,0,2.41,1,0,216,109,0,48,0,59
2015,2,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International",97,29,4.64,0.47,7.6,0,16.3,2,1,1468,198,24,308,0,938
2015,2,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",288,60,9.83,1.27,12.33,0,36.57,8,1,3090,567,78,336,0,2109
2015,2,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",83,18,3.61,0,4.21,0,10.18,3,0,1575,402,0,137,0,1036
2015,2,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",19,3,0.68,0,2,0,0.32,5,0,105,38,0,49,0,18
2015,2,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Outagamie County Regional",23,8,5.18,1,1.21,0,0.61,0,0,553,462,19,48,0,24
2015,2,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",54,18,3.65,1,6.61,0,6.74,7,0,860,204,34,223,0,399
2015,2,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad City International",32,9,2.43,0,2.05,0,4.52,2,0,589,155,0,103,0,331
2015,2,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",48,4,1.53,0,2.47,0,0,0,0,176,136,0,40,0,0
2015,2,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",42,15,3.25,0,5.5,0,6.26,2,0,780,327,0,169,0,284
2015,2,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",13,7,0,0.13,5.81,0,1.06,1,0,201,0,4,151,0,46
2015,2,OO,SkyWest Airlines Inc.,SBN,"South Bend, IN: South Bend International",279,85,22.92,4.72,21.58,0,35.78,12,1,5676,1880,377,815,0,2604
2015,2,OO,SkyWest Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",8,5,2.09,0,1.17,0,1.75,0,0,353,238,0,35,0,80
2015,2,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",48,7,2.65,0.61,2.74,0,1,2,0,541,260,14,76,0,191
2015,2,OO,SkyWest Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",39,12,3.5,1,4.37,0,3.13,1,0,659,351,16,91,0,201
2015,2,OO,SkyWest Airlines Inc.,VEL,"Vernal, UT: Vernal Regional",48,1,0.53,0,0.47,0,0,0,0,19,10,0,9,0,0
2015,2,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",76,13,2.7,0.98,4.49,0,4.83,0,0,1285,647,195,135,0,308
2015,2,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",52,6,1,0,2.35,0,2.65,1,0,242,39,0,61,0,142
2015,2,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",48,5,1.35,0,0.65,0,3,1,0,338,176,0,32,0,130
2015,2,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",48,9,1.55,0,1.34,0,6.11,0,0,640,182,0,49,0,409
2015,2,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,OO,SkyWest Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",8,1,0.57,0,0.43,0,0,2,0,37,21,0,16,0,0
2015,2,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",48,9,2.25,0,4.21,0,2.54,4,0,573,223,0,111,0,239
2015,2,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",80,6,0.27,0,2.4,0,3.33,0,0,275,6,0,93,0,176
2015,2,OO,SkyWest Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",199,43,11.62,0,9.73,0,21.65,6,0,2169,588,0,314,0,1267
2015,2,OO,SkyWest Airlines Inc.,MKG,"Muskegon, MI: Muskegon County",56,21,6.98,0.13,4.2,0,9.69,10,0,1258,506,12,222,0,518
2015,2,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",44,10,1.72,0,3.01,0,5.27,8,1,545,158,0,121,0,266
2015,2,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",69,18,4.89,0,7.81,0,5.3,4,3,902,294,0,275,0,333
2015,2,OO,SkyWest Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",56,34,7.55,4.34,8.08,0,14.02,11,0,2491,574,372,401,0,1144
2015,2,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Rock Springs Sweetwater County",56,12,1.65,1.77,2.13,0,6.45,2,0,515,85,58,102,0,270
2015,2,OO,SkyWest Airlines Inc.,STC,"St. Cloud, MN: St. Cloud Regional",24,9,3.15,0.88,1.76,0,3.21,2,0,512,111,86,90,0,225
2015,2,OO,SkyWest Airlines Inc.,CEC,"Crescent City, CA: Jack McNamara Field",56,12,5.5,0.01,1.72,0,4.77,4,2,579,255,1,46,0,277
2015,2,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",56,14,2.56,1.41,3.7,0,6.33,3,0,771,115,41,168,0,447
2015,2,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",84,13,1.02,0.65,4.29,0,7.04,1,0,669,36,34,205,0,394
2015,2,OO,SkyWest Airlines Inc.,PAH,"Paducah, KY: Barkley Regional",56,14,2.81,2.38,1.5,0,7.31,8,0,1044,159,221,86,0,578
2015,2,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",52,15,2.15,0,8.49,0,4.36,3,0,840,145,0,267,0,428
2015,2,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Illinois Regional",11,3,1.16,0,0.3,0,1.54,1,0,304,182,0,24,0,98
2015,2,OO,SkyWest Airlines Inc.,PUB,"Pueblo, CO: Pueblo Memorial",48,14,2.11,1.38,4.94,0,5.57,1,0,697,74,144,159,0,320
2015,2,OO,SkyWest Airlines Inc.,SAF,"Santa Fe, NM: Santa Fe Municipal",21,3,1.49,0,0.51,0,1,1,0,159,101,0,17,0,41
2015,2,OO,SkyWest Airlines Inc.,LSE,"La Crosse, WI: La Crosse Regional",13,1,0,0,1,0,0,1,0,32,0,0,32,0,0
2015,2,OO,SkyWest Airlines Inc.,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",50,6,0.29,1,4.49,0,0.22,2,1,377,14,192,161,0,10
2015,2,OO,SkyWest Airlines Inc.,RST,"Rochester, MN: Rochester International",9,3,1.02,0,1.29,0,0.69,0,0,183,19,0,69,0,95
2015,2,OO,SkyWest Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",22,6,0.42,0,2.22,0,3.36,2,0,278,30,0,87,0,161
2015,2,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",68,9,9,0,0,0,0,0,0,302,302,0,0,0,0
2015,2,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",28,5,5,0,0,0,0,0,0,139,139,0,0,0,0
2015,2,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",3,2,0,0.07,0.95,0,0.98,0,0,77,0,2,26,0,49
2015,2,OO,SkyWest Airlines Inc.,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",41,8,1.4,2.66,2.19,0,1.75,5,0,328,32,144,62,0,90
2015,2,OO,SkyWest Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",7,1,0.75,0,0,0,0.25,0,0,40,30,0,0,0,10
2015,2,OO,SkyWest Airlines Inc.,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",56,9,2.91,0.89,0.89,0,4.31,0,1,505,193,16,27,0,269
2015,2,OO,SkyWest Airlines Inc.,SGU,"St. George, UT: St George Municipal",136,13,6.78,0,2.8,0,3.42,0,0,515,226,0,103,0,186
2015,2,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Municipal",84,17,6.13,0,2.53,0,8.34,5,0,1021,271,0,75,0,675
2015,2,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",28,14,5.6,1.78,2.18,0,4.44,2,1,1150,551,155,108,0,336
2015,2,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",48,14,5.09,0,1.36,0,7.55,1,0,843,277,0,56,0,510
2015,2,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",16,7,2.03,0,1.47,0,3.51,2,0,500,83,0,45,0,372
2015,2,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",15,5,1.81,0.65,0.49,0,2.06,2,0,236,88,20,23,0,105
2015,2,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",3577,860,274.81,76.47,312.03,0,196.69,61,4,45612,14160,4887,11989,0,14576
2015,2,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2138,530,206.12,39.44,160.21,0,124.24,37,3,29626,11668,2410,6252,0,9296
2015,2,UA,United Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",129,33,18.72,0.59,9.16,0,4.53,2,0,1202,696,46,271,0,189
2015,2,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1203,225,87.44,15.11,58.91,0,63.54,24,2,12634,4442,656,2682,0,4854
2015,2,UA,United Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",186,57,29.38,9.49,4.72,0,13.41,6,0,2550,1120,504,113,0,813
2015,2,UA,United Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",516,107,48.29,7.31,26.41,0,25,9,1,5328,2414,252,913,0,1749
2015,2,UA,United Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",552,146,64.11,10.24,31.46,0,40.18,7,1,6759,2642,602,1358,0,2157
2015,2,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",4556,939,327.28,77.9,242.32,0,291.5,75,3,49530,18355,4572,8327,0,18276
2015,2,UA,United Air Lines Inc.,SAN,"San Diego, CA: San Diego International",530,123,57.92,11.51,18.25,0,35.31,3,0,5602,2340,539,790,0,1933
2015,2,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4164,997,298.37,56.62,396.23,0,245.77,203,7,56158,18060,4348,17049,0,16701
2015,2,UA,United Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",643,133,48.82,12.11,20.64,0,51.43,11,6,7905,2909,521,925,0,3550
2015,2,UA,United Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",258,55,22.23,5.61,9.96,0,17.2,3,0,3082,888,411,718,0,1065
2015,2,UA,United Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",160,49,23.01,0.49,17.24,0,8.26,3,2,3170,1445,29,694,0,1002
2015,2,UA,United Air Lines Inc.,MIA,"Miami, FL: Miami International",322,88,47.03,6.66,17.64,0,16.67,8,0,5042,2363,430,622,0,1627
2015,2,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3425,846,232.66,48.23,400.55,0,164.55,75,6,54361,13503,3140,25346,0,12372
2015,2,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",3485,686,229.74,35.88,210.47,0,209.91,177,4,41303,12041,1967,10693,0,16602
2015,2,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",50,16,5.04,4.57,0,0,6.39,1,1,1072,368,221,0,0,483
2015,2,UA,United Air Lines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez",17,6,3.1,0,1.54,0,1.36,1,1,181,102,0,49,0,30
2015,2,UA,United Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",52,18,7.87,3.13,2.1,0,4.9,1,0,926,248,154,133,0,391
2015,2,UA,United Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",990,212,82.21,14.22,47.41,0,68.16,13,1,11863,4475,863,2064,0,4461
2015,2,UA,United Air Lines Inc.,MCO,"Orlando, FL: Orlando International",998,227,95.37,19.69,52.5,0,59.44,18,1,11999,4527,975,2153,0,4344
2015,2,UA,United Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",55,22,9.93,2.28,2.49,0,7.3,0,0,997,374,89,103,0,431
2015,2,UA,United Air Lines Inc.,LGA,"New York, NY: LaGuardia",677,215,44.76,21.93,106.91,0,41.4,48,2,12733,2245,1021,6524,0,2943
2015,2,UA,United Air Lines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",115,33,13.86,3.27,11.71,0,4.16,0,1,2134,731,215,572,0,616
2015,2,UA,United Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",273,60,29.1,3.99,11.2,0,15.7,11,0,3019,1315,121,401,0,1182
2015,2,UA,United Air Lines Inc.,PDX,"Portland, OR: Portland International",313,70,35.32,5.94,7.54,0,21.2,2,0,4437,1693,485,247,0,2012
2015,2,UA,United Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",617,135,64.86,7.32,20.58,0,42.24,7,0,6998,3156,481,866,0,2495
2015,2,UA,United Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",15,6,4.77,0,0.09,0,1.14,0,0,607,471,0,12,0,124
2015,2,UA,United Air Lines Inc.,HNL,"Honolulu, HI: Honolulu International",351,151,76.65,3.14,61.57,0,9.63,3,2,9375,4717,405,2507,0,1746
2015,2,UA,United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",233,77,43.6,3.09,16.7,0,13.61,8,0,3308,1898,155,539,0,716
2015,2,UA,United Air Lines Inc.,BOS,"Boston, MA: Logan International",730,223,82.5,14.67,83.67,0,42.16,94,2,13155,3901,1037,4823,0,3394
2015,2,UA,United Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",153,46,20.8,4.17,5.66,0,15.38,1,0,2171,876,174,195,0,926
2015,2,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",530,123,59.7,8.31,25.47,0,29.52,9,0,6211,2359,657,1189,0,2006
2015,2,UA,United Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",56,13,7.26,1,3.44,0,1.3,1,0,380,212,18,82,0,68
2015,2,UA,United Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",38,4,2.15,0,1.38,0,0.47,0,2,142,90,0,27,0,25
2015,2,UA,United Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",397,73,24.83,4.66,14.32,0,29.19,5,1,3554,1260,151,570,0,1573
2015,2,UA,United Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",213,60,33.7,1,5.62,0,19.67,0,0,2911,1415,54,198,0,1244
2015,2,UA,United Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",60,10,6.45,1,1.83,0,0.72,1,0,931,671,34,52,0,174
2015,2,UA,United Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",488,115,46.3,8.1,25.84,0,34.76,2,0,5691,1999,506,1030,0,2156
2015,2,UA,United Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",275,60,30.77,4.3,10.06,0,14.87,3,0,2585,1129,305,373,0,778
2015,2,UA,United Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",282,70,36.67,4.59,12.66,0,16.07,0,0,3863,1809,270,377,0,1407
2015,2,UA,United Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",227,48,23.76,0.09,13.31,0,10.85,17,0,2396,1240,9,477,0,670
2015,2,UA,United Air Lines Inc.,ALB,"Albany, NY: Albany International",49,21,8.56,7.57,0.78,0,4.09,3,0,1420,393,381,31,0,615
2015,2,UA,United Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",303,64,25.48,8.91,11.89,0,17.72,9,2,3789,1478,431,564,0,1316
2015,2,UA,United Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",18,4,1.66,0,0.21,0,2.13,0,0,274,102,0,13,0,159
2015,2,UA,United Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",51,9,2.87,0,2.2,0,3.93,0,0,697,275,0,77,0,345
2015,2,UA,United Air Lines Inc.,ITO,"Hilo, HI: Hilo International",16,1,0.29,0,0.71,0,0,0,0,28,8,0,20,0,0
2015,2,UA,United Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",84,29,15.4,0.2,5.55,0,7.85,3,1,1195,563,17,222,0,393
2015,2,UA,United Air Lines Inc.,GUM,"Guam, TT: Guam International",28,11,6.24,0,3.9,0,0.86,0,0,316,182,0,97,0,37
2015,2,UA,United Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",49,15,6.16,3.63,2.77,0,2.44,3,0,727,349,164,74,0,140
2015,2,UA,United Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",77,21,9.3,3.43,4.52,0,3.75,1,0,1114,385,266,249,0,214
2015,2,UA,United Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",135,22,11.31,0.86,3.91,0,5.92,0,0,1055,476,24,111,0,444
2015,2,UA,United Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",51,8,2.19,1.17,3.95,0,0.7,1,0,336,79,54,165,0,38
2015,2,UA,United Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",342,48,18.76,2,16.06,0,11.18,9,0,3391,1329,317,861,0,884
2015,2,UA,United Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",159,50,27.16,6.89,5.04,0,10.91,6,0,2439,1053,437,213,0,736
2015,2,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",56,7,2,1,1.73,0,2.27,1,2,275,56,97,28,0,94
2015,2,UA,United Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",48,14,6.72,1.54,1.68,0,4.06,1,0,950,393,182,81,0,294
2015,2,UA,United Air Lines Inc.,PSP,"Palm Springs, CA: Palm Springs International",52,8,3.03,0.35,1.96,0,2.65,0,0,512,116,12,100,0,284
2015,2,UA,United Air Lines Inc.,RIC,"Richmond, VA: Richmond International",28,5,0.71,1.3,1,0,1.99,4,0,271,28,129,17,0,97
2015,2,UA,United Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",138,32,12.5,5.84,5.21,0,8.45,2,0,1420,484,271,180,0,485
2015,2,UA,United Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",46,12,6.9,2.76,0.55,0,1.79,1,0,675,350,194,41,0,90
2015,2,UA,United Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",60,16,5.69,0,9.37,0,0.94,1,1,848,429,0,386,0,33
2015,2,UA,United Air Lines Inc.,BDL,"Hartford, CT: Bradley International",66,23,9.17,5.91,3.03,0,4.89,6,0,1433,595,238,120,0,480
2015,2,UA,United Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",56,19,10.41,0.81,3.98,0,3.81,2,0,770,372,44,139,0,215
2015,2,UA,United Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",45,10,2.29,0.21,1.39,0,6.11,0,0,533,91,22,39,0,381
2015,2,UA,United Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",26,6,2.26,0,0.64,0,3.1,0,0,358,68,0,25,0,265
2015,2,UA,United Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",48,16,3.39,1.77,5.82,0,5.02,1,0,748,153,93,184,0,318
2015,2,UA,United Air Lines Inc.,GEG,"Spokane, WA: Spokane International",52,21,8.42,0.66,2.23,0,9.69,1,0,1299,450,31,132,0,686
2015,2,UA,United Air Lines Inc.,CMH,"Columbus, OH: Port Columbus International",28,8,3.5,0.97,0.47,0,3.06,1,0,384,163,33,13,0,175
2015,2,UA,United Air Lines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,UA,United Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",45,9,4.48,0.26,1.69,0,2.56,0,0,395,175,14,48,0,158
2015,2,UA,United Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",28,11,4.79,0.2,1.03,0,4.99,0,0,475,210,8,19,0,238
2015,2,UA,United Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",25,5,1.87,0.09,1.35,0,1.69,0,0,206,63,5,50,0,88
2015,2,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",48,2,0,1.89,0.11,0,0,1,0,146,0,140,6,0,0
2015,2,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",48,14,3.02,1,4.52,0,5.46,5,0,870,278,52,143,0,397
2015,2,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",56,4,1.27,0,2.73,0,0,0,0,120,54,0,66,0,0
2015,2,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",56,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2015,2,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",48,1,0.78,0,0.22,0,0,1,0,50,39,0,11,0,0
2015,2,UA,United Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",20,2,0,0.46,0,0,1.54,0,0,113,0,25,0,0,88
2015,2,UA,United Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",3,2,0.55,1,0,0,0.45,0,0,172,83,20,0,0,69
2015,2,MQ,Envoy Air,CHO,"Charlottesville, VA: Charlottesville Albemarle",28,11,0.34,0,6.58,0,4.08,5,1,472,11,0,225,0,236
2015,2,UA,United Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",8,2,0,1,1,0,0,1,0,40,0,23,17,0,0
2015,2,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",12,4,0.58,0,1.42,0,2,0,0,169,15,0,42,0,112
